Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	binder2580-ACTIVE
NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12	CHEMBL4294221-ACTIVE
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cc2ccccc2o1	CHEMBL4227540-ACTIVE
CN1CCN(c2ccc(NC(=O)c3cc(N(C)Cc4ccc(C(F)(F)F)cc4)ncn3)cc2)CC1	CHEMBL4070191-ACTIVE
Nc1nc(NC2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1	CHEMBL3617353-ACTIVE
CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(C)(=O)=O)c4)nn23)cc1	CHEMBL3234071-ACTIVE
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C	CHEMBL1949693-ACTIVE
Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O	CHEMBL1779532-ACTIVE
Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCOCC1	CHEMBL1086317-ACTIVE
O=C(Nc1ccc(C(F)(F)F)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1	CHEMBL2036760-ACTIVE
CNCc1ccc(Cl)cc1Oc1ccc(F)c(C(F)(F)F)c1	CHEMBL453880-ACTIVE
CN(Cc1ccccn1)Cc1ccccc1CNc1ccnc2cc(Cl)ccc12	CHEMBL4099387-ACTIVE
Cc1ccccc1C(OCCN(C)C)c1ccccc1	CHEMBL900-ACTIVE
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1	CHEMBL334491-ACTIVE
FCCOc1ccccc1CCN1CCN(CCc2ccccc2Cl)CC1	CHEMBL4202598-ACTIVE
O=C(c1ccc(F)cc1F)C1CCN(CCCOc2ccc(-c3nc4ccccc4o3)cc2)CC1	CHEMBL3634812-ACTIVE
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2c1COC2	CHEMBL4514678-ACTIVE
c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1	CHEMBL2171417-ACTIVE
O=C(CCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2c3c(c1)CCN3C(=O)CC2	CHEMBL4289498-ACTIVE
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O	CHEMBL46-ACTIVE
Cc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1cc(Cl)ccc1N2	CHEMBL4745124-ACTIVE
COc1ccccc1CCN1CCC(CCc2cccc(OCCF)c2)CC1	CHEMBL4218476-ACTIVE
CCO/N=C/c1ccc(OCCC(C)CCN2CCN(c3ccnc(N)c3)C2=O)cc1	CHEMBL4210399-ACTIVE
Oc1ccc(-c2ccc3[nH]nc(-c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2)c(F)c1	CHEMBL3393717-ACTIVE
CCOC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2	CHEMBL271220-ACTIVE
O=C(NC[C@@H]1CCN(C(=O)CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)C1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	CHEMBL2031991-ACTIVE
NCc1ccc(F)c(C2CCN(C(=O)c3cccc(-c4nc(-c5cccs5)no4)c3)CC2)c1	CHEMBL186730-ACTIVE
CC(C)S(=O)(=O)N[C@H]1CN(c2ccccc2)C[C@@H]1c1ccc(-c2ccc(C#N)cc2)cc1	CHEMBL1290391-ACTIVE
CC1(C)[C@@H]2CC[C@]13CCN(CCN1CCN(c4cccc(Cl)c4)C1=O)C3C2	CHEMBL562833-ACTIVE
O=C1N(CCN2CCCc3sccc3C2)CCN1c1cccc(Cl)c1	CHEMBL559873-ACTIVE
Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1	CHEMBL1957287-ACTIVE
NC(=O)c1cnc(N2CCC[C@H](N)C2)nc1Nc1cccc(C(F)(F)F)c1	CHEMBL1835063-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CCC3(c4ccc(C(F)(F)F)cc4)CC3C2)n1C	CHEMBL1257686-ACTIVE
O=S(=O)(Nc1ccc([C@]23CNC[C@H]2C3)cc1)c1ccc(C(F)(F)F)cc1	CHEMBL1224700-ACTIVE
Cc1ccc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1	CHEMBL1079640-ACTIVE
CC(=O)N1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1	CHEMBL1092901-ACTIVE
CN1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1	CHEMBL558664-ACTIVE
CCN(CC)CC(=O)N[C@@H]1CC[C@@H](C(=O)NC(c2ccc(F)cc2)c2ccc(F)cc2)[C@H](c2ccc(Br)cc2)C1	CHEMBL3086028-ACTIVE
C[n+]1c(COc2ccccc2)cccc1COc1ccccc1	CHEMBL2324248-ACTIVE
c1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cc1	CHEMBL2012244-ACTIVE
Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccccc2o1	CHEMBL1170608-ACTIVE
COc1cc(/C=C2\CCCN3C2=NOC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1	CHEMBL1950433-ACTIVE
Cc1nc2ccccc2n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCSCC1)c1cccc(F)c1	CHEMBL1271606-ACTIVE
Cc1cc(N2CCCc3nc([C@@H](C)NC(=O)c4ccc(F)cc4)ccc32)ccn1	CHEMBL4747474-ACTIVE
CCN(CC)[C@@H](C)CNC(=O)c1ccnc(-c2cnn3ccc(-c4cccs4)nc23)c1	CHEMBL4217261-ACTIVE
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1	CHEMBL515025-ACTIVE
CC[C@@]1(c2cccc(NS(C)(=O)=O)c2)[C@H]2CN(CCCC3(O)CCCCC3)C[C@H]21	CHEMBL3219614-ACTIVE
CCOC(=O)c1cccc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)n1	CHEMBL3323072-ACTIVE
Cc1cc(N2C[C@@H]3CC[C@H](C2)[C@H]3Nc2nc3n(n2)CCCN3c2cc(F)cc(F)c2)ncn1	CHEMBL4645821-ACTIVE
O=C(c1ccc(F)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2)N1CC[C@H](O)C1	CHEMBL2391800-ACTIVE
Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21	CHEMBL1615150-ACTIVE
O=C(N[C@@H]1CN2CCC1CC2)c1cccc2oc(C3CC3)nc12	CHEMBL1272072-ACTIVE
CC(C)COc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C#N)cc2F)CC1	CHEMBL1173634-ACTIVE
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O	CHEMBL461101-ACTIVE
Cc1noc(/C(=C/c2cccc(-n3cc(C(=O)Nc4c(Cl)cncc4Cl)c(=O)c4cccnc43)c2)c2ccc(S(C)(=O)=O)cc2)n1	CHEMBL499477-ACTIVE
COc1cc(/C=C/c2nc3ccccc3[nH]2)ccc1-n1cnc(C)c1	CHEMBL1642173-ACTIVE
O=C(c1cn(CCCNCc2ccc(Oc3ccc(Cl)cc3)cc2)nn1)N1CCOCC1	CHEMBL4440009-ACTIVE
CS(=O)(=O)Nc1ccc2c(c1)[C@H](O)CC1(CCN([C@@H]3CCc4cc(C#N)ccc4C3)CC1)O2	CHEMBL477015-ACTIVE
COc1c(C(C)(C)C)cc(C(=O)N2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C	CHEMBL2031966-ACTIVE
CNCc1ccc(Cl)cc1Oc1ccc(Cl)cc1	CHEMBL462387-ACTIVE
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1	CHEMBL3805852-ACTIVE
Cc1cc(Cl)cc(N2C=Nc3cc(C)c(-c4cc(O)cc(F)c4)cc3C2C(=O)N(C)C[C@@H]2CCCN2)c1	CHEMBL4750691-ACTIVE
c1ccc(CCCNCCN(c2ccccc2)c2ccccc2)cc1	CHEMBL2046891-ACTIVE
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N(CCCO)Cc1ccc(F)cc1	CHEMBL549635-ACTIVE
COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3ccc4ccccc4c3)nn2)ccc1-n1cnc(C)c1	CHEMBL2017566-ACTIVE
Cn1cc(-c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(NC4CCCCC4)c23)cn1	CHEMBL1835035-ACTIVE
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1	CHEMBL325109-ACTIVE
CC1(C)CC(Nc2ccc(-c3cc4ccccc4s3)nn2)CC(C)(C)N1	CHEMBL4289183-ACTIVE
N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F	CHEMBL3806041-ACTIVE
C[C@H]1CCC[C@@H](C)N1CCNc1cn(Cc2ccc(F)cc2)nn1	CHEMBL3417071-ACTIVE
Cc1nn(C)c(C)c1N(C(F)F)S(=O)(=O)c1c(Cl)cc(CCCC2CCN(C)CC2)cc1Cl	CHEMBL3358114-ACTIVE
CN(C)CCC1=C(Cc2cnccn2)c2ccc(F)cc2C1	CHEMBL1092649-ACTIVE
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	CHEMBL707-ACTIVE
CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1	CHEMBL1818218-ACTIVE
Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1	CHEMBL58387-ACTIVE
O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1	CHEMBL472363-ACTIVE
O=C(O)c1ccc2c(c1)C(=O)OC21CCN(c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cn2)CC1	CHEMBL4091946-ACTIVE
C[n+]1c(C#Cc2ccccc2)cccc1C#Cc1ccccc1	CHEMBL2325210-ACTIVE
Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1	CHEMBL61536-ACTIVE
CC(=O)Nc1cc(-c2cccc(N3CCN(C)CC3)n2)nc(-n2nc(C)cc2C)n1	CHEMBL486162-ACTIVE
COc1cc(/C=C/c2nc(N)c3c(n2)oc2ccccc23)ccc1-n1cnc(C)c1	CHEMBL1642189-ACTIVE
Cc1cc(NCc2c(C)cccc2C)c2cccc(C(N)=O)c2n1	CHEMBL3604701-ACTIVE
Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)o1	CHEMBL244277-ACTIVE
Cc1cc(-c2ccc3c(c2)CCN(CCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1	CHEMBL242602-ACTIVE
C[C@@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3cc(F)cc(F)c3)CC2=O)cc1	CHEMBL239081-ACTIVE
CC(=O)NC(=O)C1CCC(C2N=CC(c3cccc(Br)c3)=N2)CC1	CHEMBL1673443-ACTIVE
O=C(NCCO)C1CCC(c2ncc(-c3cccc(C(F)(F)F)c3)[nH]2)CC1	CHEMBL1671892-ACTIVE
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C	CHEMBL535-ACTIVE
O=C([C@@H]1C[C@H]1c1ccc(C(F)(F)F)cc1)N1CCN(S(=O)(=O)c2cc(-c3cn[nH]c3)cc(C(F)(F)F)c2)CC1	CHEMBL519252-ACTIVE
Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1	CHEMBL468176-ACTIVE
FC(F)(F)c1cccc(Nc2cc3[nH]c(Nc4ccc(N5CCOCC5)cn4)nc3cn2)c1	CHEMBL4545990-ACTIVE
O=C1CCc2cccc(OC[C@@H](O)CN3CCC4(CC3)Cc3cc(Cl)ccc3O4)c2N1	CHEMBL3099952-ACTIVE
CNc1nn2cc3c(nc2c1S(=O)(=O)c1ccccc1)CCN(C)C3	CHEMBL2172192-ACTIVE
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	CHEMBL175691-ACTIVE
COc1ccc(Cn2c(N3CC[C@@H](N(C)C)C3)nc3ccccc32)cc1	CHEMBL1087367-ACTIVE
CC[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1	CHEMBL522793-ACTIVE
CC1=C(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc2S1(=O)=O	CHEMBL556100-ACTIVE
COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2	CHEMBL2440857-ACTIVE
CC(C)(C)c1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c3ccc(F)cc3)C2)cc(C(C)(C)C)c1	CHEMBL2031985-ACTIVE
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	CHEMBL255863-ACTIVE
Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12	CHEMBL2016731-ACTIVE
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1	CHEMBL1935439-ACTIVE
COc1ccc(-c2ccccc2N2CCN(CCCCOc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1	CHEMBL4799274-ACTIVE
N=C(N)N/N=C/c1ccc(-c2ccc(/C=N/Nc3ccccc3Br)cc2)cc1	CHEMBL3941777-ACTIVE
CCN(CC)c1ccc2cc(C(=O)NCCCCN3CCC(Nc4nc5ccccc5n4Cc4ccc(F)cc4)CC3)c(=O)oc2c1	CHEMBL3804918-ACTIVE
N=C(NCCCOc1ccc(F)cc1)Nc1ccc(Cl)cc1	CHEMBL4084182-ACTIVE
COc1cc(-c2cn(CC(=O)N(Cc3ccccc3)[C@H](C)c3ccccc3)nn2)ccc1-n1cnc(C)c1	CHEMBL2017415-ACTIVE
CCNc1cc(N2CCOCC2)cc(CCc2nc(C)c(CC)o2)n1	CHEMBL564513-ACTIVE
COC(=O)N(C)c1c(N)nc(-c2nc(Cc3ccccc3F)n3ccccc23)nc1N	CHEMBL4751262-ACTIVE
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1	CHEMBL4483673-ACTIVE
CCCCOc1cc(Cl)c(/N=N/c2c(O)ccc3ccccc23)c(OCCCC)c1	CHEMBL4451572-ACTIVE
Cc1ccc(CN2CC[C@@H](N3CCC(c4ccc(O)cc4)CC3)C2=O)cc1	CHEMBL4115628-ACTIVE
COc1ccccc1-c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1	CHEMBL3084777-ACTIVE
CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1	CHEMBL250689-ACTIVE
CCN(CC)Cc1cc(/C=N/N=C(\N)CC(O)c2cc3c(F)cc(F)cc3c3cc(C(F)(F)F)ccc23)ccc1O	CHEMBL4105332-ACTIVE
COc1cc(-c2cn(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nn2)ccc1-n1cnc(C)c1	CHEMBL1818828-ACTIVE
FC(F)(F)c1c(OC[C@H]2C[C@@H]2c2ccc(Cl)cc2)ccn2c(CC3CC3)nnc12	CHEMBL3885379-ACTIVE
O=C(NCC[C@@H](O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1	CHEMBL1627306-ACTIVE
COc1ccc(C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C)cc1	CHEMBL2325213-ACTIVE
Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1	CHEMBL2204941-ACTIVE
O=C1CN(c2ccncc2)CCN1CCCCCOc1ccc(-c2ccc(Cl)cc2)cc1	CHEMBL4218176-ACTIVE
COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc2cccc(OC)c2)CC1	CHEMBL1836248-ACTIVE
N#CC1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(CCc2ccccc2)CC1	CHEMBL1836161-ACTIVE
Cc1ccc(Cc2cc[n+](C)c(COc3ccc(C)cc3)c2)cc1	CHEMBL2324261-ACTIVE
Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C3CC3)c2)cc1C#Cc1cnc2cccnn12	CHEMBL4632471-ACTIVE
COC(=O)C1=C(C)NC(C)=C(C(=O)NC[C@H]2CCN(CCc3ccc(Cl)c(F)c3)C2)C1c1cccc([N+](=O)[O-])c1	CHEMBL4555422-ACTIVE
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21	CHEMBL1088-ACTIVE
CCCOCCn1c(=O)c(N2CCN(CC)CC2)nc2cnc(-c3ccc(OC)nc3)cc21	CHEMBL590280-ACTIVE
CCOc1cc(C(=O)N2CCC(N3CCCC3)CC2)ccc1Nc1cc2c(cn1)N(C)C(=O)c1ccccc1N2C	CHEMBL4757477-ACTIVE
O[C@H](COc1ccc(Cl)cc1)CN1CCN(Cc2ccc(Cl)cc2)CC1	CHEMBL2334618-ACTIVE
Cc1nnc(N2CC[C@@H](F)C2)c2nn(-c3ccc(OCC(F)(F)F)cc3)c(C)c12	CHEMBL1801188-ACTIVE
O/N=C(/c1ccc(CN2CCC3(CC2)OCc2cc(F)ncc23)cc1)c1ccc(F)c(F)c1	CHEMBL582978-ACTIVE
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCO2	CHEMBL4228918-ACTIVE
COc1cc(/C=C/c2nc(N)nc(Nc3ccccc3)n2)ccc1-n1cnc(C)c1	CHEMBL1642187-ACTIVE
C[n+]1c(C#Cc2ccc(-c3ccccc3)cc2)cccc1C#Cc1ccc(-c2ccccc2)cc1	CHEMBL2325212-ACTIVE
O=C([C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccc(Br)cc1)N1CC(c2ccccc2)(c2ccccc2)C1	CHEMBL3086029-ACTIVE
NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCc3c(nc(C(F)(F)F)nc3C3CC3)C2=O)CC1	CHEMBL3112968-ACTIVE
O=C1N(CCN2CCC(c3nnc(-c4ccccc4)o3)CC2)CCN1c1cccc(Cl)c1	CHEMBL561326-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(F)c4)C3C2)n1C	CHEMBL3775005-ACTIVE
COc1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)ccc1N	CHEMBL2208427-ACTIVE
COc1ccc(C2CCN(CCN3CCOc4ccccc43)CC2)cc1OC	CHEMBL1671893-ACTIVE
COc1ccc(N(Cc2cnccc2C)C2CCN([C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C)CC2)cc1	CHEMBL1926893-ACTIVE
CCN(C(=O)Cc1ccc(OC)cc1)[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1	CHEMBL456019-ACTIVE
COc1cccc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2cccc3c2OCO3)n1	CHEMBL4563167-ACTIVE
Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1	CHEMBL4798957-ACTIVE
CCOCCn1c(N2CC[C@H](N(C)C)C2)nc2ccccc21	CHEMBL1087493-ACTIVE
CCOc1cc(CN2CCC(C3CCN(S(=O)(=O)c4ccccc4)CC3)CC2)cc(OCC)c1-c1ccc(F)cc1	CHEMBL4278161-ACTIVE
O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(C(F)(F)F)cc3)cs2)cc1	CHEMBL111201-ACTIVE
Cc1ccc(C#CCOCc2cccc(COCC#Cc3ccc(C)cc3)[n+]2C)cc1	CHEMBL2325200-ACTIVE
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	CHEMBL43-ACTIVE
CCOc1cc(CN2CCC(COc3cccc4cccnc34)CC2)cc(OCC)c1-c1ccc(F)cc1	CHEMBL4288848-ACTIVE
CC1OC2(CCN(CCc3ccccc3)CC2)CN(CCc2ccccc2)C1=O	CHEMBL4796605-ACTIVE
Nc1nc(NCc2cc(C3CC3)on2)c2c(ccn2Cc2ccccn2)n1	CHEMBL4073895-ACTIVE
CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1cccc3oc(C4CC4)nc13)C2	CHEMBL3084778-ACTIVE
CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C	CHEMBL237067-ACTIVE
COc1cccc(C2CCCN(CCN3CCN(c4cccc(Cl)c4)C3=O)C2)c1	CHEMBL556496-ACTIVE
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12	CHEMBL1107-ACTIVE
O=C(Nc1c(Cl)cncc1Cl)c1cn(-c2ccc(Cl)cc2)c2ncccc2c1=O	CHEMBL456171-ACTIVE
O=[N+]([O-])c1ccc(CCN2CCNCC2)cc1	CHEMBL2146754-ACTIVE
CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(Cc2ccccc2)C1=O	CHEMBL100415-ACTIVE
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12	CHEMBL4094163-ACTIVE
CC(=O)Nc1ccc2c3c(cccc13)C(=O)N(CCCCN1CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC1)C2=O	CHEMBL3805335-ACTIVE
Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2F)nc2sccc12	CHEMBL4520763-ACTIVE
O=C(NCc1ccccc1)N(c1ccc(Br)cc1)C1CCN(C2CCCC2)CC1	CHEMBL1094028-ACTIVE
CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21	CHEMBL2069501-ACTIVE
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc(C#N)c4)c3c2)CC1	CHEMBL3221111-ACTIVE
Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1	CHEMBL2324256-ACTIVE
CN(C)CCN(C)C(=O)c1ccc(C2=NN(c3ccc(C#N)cc3)C(c3ccc(F)cc3)C2)cc1	CHEMBL1215755-ACTIVE
Nc1ccc(-c2cccc(F)c2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1	CHEMBL473475-ACTIVE
NC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1	CHEMBL4211068-ACTIVE
COc1ccc(CCN2CCC(Nc3nc4ccccc4[nH]3)CC2)cc1	CHEMBL4213322-ACTIVE
O=C(Cc1ccc(-n2cnnn2)cc1)N1CCN(CCc2ccc([N+](=O)[O-])cc2)CC1	CHEMBL2441433-ACTIVE
Cc1cc(=O)oc2cc(OCCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12	CHEMBL2387260-ACTIVE
O=c1c2ccncc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1	CHEMBL2146813-ACTIVE
O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccc([N+](=O)[O-])cc3)CC2)cc1	CHEMBL2146856-ACTIVE
OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(-c3ccccc3)cc2)CC1	CHEMBL3344385-ACTIVE
C[C@@H]1CCCN1CCN1CCc2cc(-c3ccc(C#N)cc3)ccc2C1=O	CHEMBL2031762-ACTIVE
COc1cc(/C=C/c2nc(N)c3ccccc3n2)ccc1-n1cnc(C)c1	CHEMBL1642184-ACTIVE
O=C1NCCN1CCN1CCC(c2cn(C3CCCCC3)c3ccc(Cl)cc23)CC1	CHEMBL53661-ACTIVE
Cc1ccc(CN2CCC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1	CHEMBL488295-ACTIVE
O=C1NC(=O)C(Cc2coc3ccc(Cl)cc3c2=O)S1	CHEMBL3299132-ACTIVE
COC(=O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1	CHEMBL2440459-ACTIVE
c1ccc(COc2ccc(CCNc3ccncc3)cc2)cc1	CHEMBL48029-ACTIVE
O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)C1CC1	CHEMBL4648047-ACTIVE
CCCCCCCN1CCC(C(=O)c2ccccc2)CC1	CHEMBL3093963-ACTIVE
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21	CHEMBL531-ACTIVE
COc1ccc([C@H]2CN(CCC3CCOCC3)C[C@@H]2CC(=O)Nc2cccc(Cl)c2)cc1	CHEMBL1760246-ACTIVE
Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1	CHEMBL1082488-ACTIVE
CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2[nH]ncc2-c2ccncc2)CC1	CHEMBL460217-ACTIVE
CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1	CHEMBL3221125-ACTIVE
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1	CHEMBL639-ACTIVE
N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1	CHEMBL447183-ACTIVE
CCCCCCCCC(=O)NCc1ccc(CC(O)CO)c(OC)c1	CHEMBL1671885-ACTIVE
CC(C)(C)CCN1CCC(CNC(=O)Nc2cccc(Cl)c2)(c2ccccc2)CC1	CHEMBL488294-ACTIVE
O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O	CHEMBL4476621-ACTIVE
