COc(cc(cc1)Cl)c1Oc(ccc(Cl)c1)c1Cl	nonbinder1-inactive
Cc1ccc(Nc2nc(C(=O)N3CCCC(C)C3C)cs2)cc1	CHEMBL2418806-inactive
Cc1cccc(Cn2nc(C)c3c(NC(=O)c4csc5c(N)ncnc45)cccc32)n1	CHEMBL4483816-inactive
Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@H](C)[C@@H]1C	CHEMBL2418811-inactive
N[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1	CHEMBL1834649-inactive
O=C(O)CCc1cc(F)c(OCc2c(-c3ccc(Cl)cc3F)nsc2C(F)(F)F)c(F)c1	CHEMBL4165366-inactive
O=C(O)c1ccc(C2CCN([C@@H]3C[C@H]4OCC[C@@]4(C(=O)N4CCc5ncc(C(F)(F)F)cc5C4)C3)CC2)cc1	CHEMBL3263284-inactive
O=c1cc(NC2CCN(S(=O)(=O)C(F)(F)F)CC2)c2cc(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)ccc2[nH]1	CHEMBL3945880-inactive
CC(C)(O)c1ccc(-c2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-]	CHEMBL485620-inactive
CN1CCC(C(=O)Nc2nc(-c3ccc(F)cc3)c(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)s2)CC1	CHEMBL4459919-inactive
CC(C)(C)OC(=O)N1CCC(C(=O)NCCCNc2nc3ccccc3[nH]2)CC1	CHEMBL3581790-inactive
COC(=O)c1ccc2[nH]c(NCCCNC(=O)c3cc(Cl)cc(Cl)c3)nc2c1	CHEMBL3581791-inactive
O=C(NCCCNc1nc2ccccc2[nH]1)c1ccc(CN2CCCC2)cc1	CHEMBL3581789-inactive
CN1[C@H](C(N)=O)CC[C@@H]1c1ccc(OCc2ccccc2F)cc1	CHEMBL4633318-inactive
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2c1NON2	CHEMBL1671902-inactive
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]	CHEMBL193-inactive
COc1cccnc1C(=O)N1CCN(c2ccc(NC(=O)C(C)(C)c3ccccc3)cc2Cl)CC1	CHEMBL557502-inactive
Cc1cc(CN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)on1	CHEMBL549438-inactive
Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6cc5CC4)n3C)cccc2n1	CHEMBL256650-inactive
Cc1ncccc1N1C[C@]2(CC[C@@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)OC1=O	CHEMBL1289610-inactive
O=C1CN(c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)CCN1	CHEMBL4436508-inactive
O=C(O)C[C@H](CN1CC[C@@H](CCc2ccc3c(n2)NCCC3)C1)c1cccc(-n2cnnc2)c1	CHEMBL4246111-inactive
O=C(O)C1CN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1	CHEMBL1276948-inactive
CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1	CHEMBL4636881-inactive
CC(C)C1(c2ccc(-c3ccc4ccccc4c3)[nH]c2=O)OC(=O)NC1=O	CHEMBL1770317-inactive
CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O	CHEMBL4441087-inactive
CC1(c2ccc(N3CCOC3=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O	CHEMBL4463635-inactive
CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)C2CCCCC2)C1=O	CHEMBL4590127-inactive
CN(C)c1ccc(-c2cc3ncccc3c(NC[C@H]3CCCNC3)n2)cn1	CHEMBL4468047-inactive
Cn1cc(-c2cc3nccnc3c(NC[C@H]3CCCNC3)n2)cn1	CHEMBL4458845-inactive
CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc3[nH]ccc23)c1=O	CHEMBL4648431-inactive
CNC(=O)c1cc(C(=O)N[C@H]2[C@H]3COC[C@H]32)cc2c1O[C@H](CF)[C@H]2c1ccccc1	CHEMBL4637298-inactive
COc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1	CHEMBL1835072-inactive
COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1	CHEMBL3311308-inactive
COc1ncc(C2=CCOCC2)cc1NS(=O)(=O)c1cn(Cc2ccccc2)c(C)n1	CHEMBL4435246-inactive
Cc1c2c(nn1-c1nnc(-c3ccc(OC(C)C)c(Cl)c3)s1)CCN(CCC(=O)O)C2	CHEMBL3769933-inactive
Cc1cc(C)n(-c2cccc([C@H](CC(=O)[O-])C[N@@+]3(C)CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1	CHEMBL4468357-inactive
Cc1ccc(N(C)C(=O)c2c(-c3ccccc3Cl)noc2C)cc1Cl	CHEMBL576138-inactive
Fc1cccc(-c2nc3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5C(F)(F)F)no4)cc-3n2)c1F	CHEMBL3121666-inactive
O=S(=O)(NCCO)c1ccc(-c2ccnc3[nH]c(C4CC4)cc23)cc1	CHEMBL2164422-inactive
COc1cnc2ccc(=O)n(CCN3CCC(NCc4cnc(C)c(C#N)c4)CC3)c2c1	CHEMBL3290341-inactive
CN(C)c1ccc(C(=O)N(CCCCCC(=O)NO)CC(=O)NCc2ccccc2)cc1	CHEMBL4069631-inactive
NCc1ncc(S(=O)(=O)c2ccc3ccccc3c2)s1	CHEMBL4457629-inactive
Cc1cc(-n2cnnn2)cnc1CC(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1	CHEMBL3793380-inactive
CN(C)c1ccc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)cc1	CHEMBL4063658-inactive
CC(C)N1CCN(C(=O)N2CCC(c3ccccc3)CC2)CC1	CHEMBL374493-inactive
O=C(N1CCN(C2CC2)CC1)N1Cc2ccccc2C1	CHEMBL373860-inactive
FC(F)Oc1cc(-c2cnn(Cc3cn[nH]c3)c2)ccc1Cl	CHEMBL3927856-inactive
Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1	CHEMBL2012958-inactive
C[C@H](c1nc2c(cnn2C2CCCC2)c(=O)[nH]1)N1CC(c2ncccn2)C1	CHEMBL2180070-inactive
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1	CHEMBL1258006-inactive
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3	CHEMBL2172186-inactive
O=C(CNCCc1c(Cl)cccc1Cl)N1CCc2ccccc2C1C1CCCCC1	CHEMBL3356242-inactive
O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1C[C@H]2[C@@H](C1)[C@@H]2c1nnco1	CHEMBL3747356-inactive
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccccc2C(F)(F)F)CO1	CHEMBL4209994-inactive
CC(C)Oc1cc(C(C2=CCC(=O)N=C2)c2ccc(C(C)(C)O)nc2)ccc1OC(F)F	CHEMBL1673438-inactive
COc1ccc(-c2cc(=O)c3cc(C)ccc3o2)cc1	CHEMBL2442379-inactive
O=c1ccc2ncc(F)c3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCO3)CC1	CHEMBL2424931-inactive
N[C@H](Cc1cc(F)c(F)cc1F)C1CCN(C(=O)c2cnc3ncccn23)CC1	CHEMBL485125-inactive
Cc1cnc(NC(=O)c2cc(Oc3ccc(C(=O)N(C)C)cc3)c3cc(C)oc3c2)cn1	CHEMBL3218482-inactive
Cc1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1	CHEMBL4127458-inactive
CCCNC(=O)C1(c2ccc(NC(=O)c3cccc(Cl)c3)cc2)CCC1	CHEMBL4636709-inactive
COC(=O)N1CCCc2nc([C@@H](C)NC(=O)c3ccc(F)cc3)ccc21	CHEMBL4747995-inactive
COc1ccc2ncc(F)c([C@@H](O)[C@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	CHEMBL3753988-inactive
Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1	CHEMBL4078588-inactive
Nc1nccn1CC(O)c1ccc(Cl)cc1F	CHEMBL3289792-inactive
Cc1c([C@@H](O)CN2CCC3(CC2)CN(c2ccc(=O)n(C)n2)CCO3)ccc2c1COC2=O	CHEMBL4062796-inactive
OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCOCC1	CHEMBL1090794-inactive
CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1	CHEMBL1777861-inactive
CC(C)(O)C(c1ccccc1)N1CCOCC1	CHEMBL1090792-inactive
OCC(c1ccccc1)N1CCOCC1	CHEMBL1090791-inactive
C[C@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn32)CC1	CHEMBL4079697-inactive
O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3ccc4c(n3)OCCO4)(CC1)CO2	CHEMBL3425819-inactive
CCn1nnc(CN2CCN(C(=O)c3ccc(C[C@@H]4CC[C@H]([C@H](O)c5ccccc5)N4)cc3)CC2)n1	CHEMBL4065251-inactive
CN(C)[C@H]1CN(C(=O)c2nn(C)cc2NC(=O)c2cccc(-c3ccnc(NCC4CC4)c3)n2)C[C@@H]1O	CHEMBL4518357-inactive
O=C(O)COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	CHEMBL3605116-inactive
COc1cccc2c1nc(N)n1nc(CN3CCN(c4cnn(C)c4)C[C@H]3C)nc21	CHEMBL3596514-inactive
Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)nc2)C3)ccc2c1COC2=O	CHEMBL4087218-inactive
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CS(C)(=O)=O)cnc2C(N)=O)c1	CHEMBL3415590-inactive
Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3nc4c(F)ccc(C)c4c(=O)[nH]3)c(Cl)c2)n1	CHEMBL3627899-inactive
Clc1ccc(C2(c3nnc4c(C5CC5)cccn34)CC2)cc1	CHEMBL3318978-inactive
Cn1cc(-c2cccc(C(=O)Nc3cn(C)nc3C(N)=O)n2)cn1	CHEMBL3353206-inactive
Cn1cc(NC(=O)c2cnn3ccc(N4CCNCC4)nc23)c(C(N)=O)n1	CHEMBL4459066-inactive
O=C(Cc1ccc(OCC[C@@H]2C[C@@H]2C2CCN(c3ncc(Cl)cn3)CC2)cc1)NC1CC1	CHEMBL4083676-inactive
O=C(O)CCCOc1ccc(-c2cc(OC(F)(F)F)ccc2Cl)cc1	CHEMBL3968947-inactive
O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1	CHEMBL3896657-inactive
O=C(O)CNC(=O)c1c(O)c2c(n(Cc3ccc(C(F)(F)F)cc3)c1=O)COC2	CHEMBL4577928-inactive
OC(Cc1ccccc1)(c1cccnc1)c1cccnc1	CHEMBL1088805-inactive
CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c1ccc(-c2cncc(F)c2)cc1	CHEMBL1289408-inactive
CC(C)S(=O)(=O)N[C@@H]1COC[C@@H]1c1ccc(-c2cccs2)cc1	CHEMBL1289410-inactive
CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1	CHEMBL1290392-inactive
C[C@H]1CN(S(=O)(=O)C[C@]23CC[C@H](CC2=O)C3(C)C)CCN1c1ncc(C(F)(F)F)cc1F	CHEMBL480016-inactive
N#Cc1cccc(Cl)c1-n1ncc2c(O[C@@H](COCCO)C(=O)Nc3ccc(F)cn3)ncnc21	CHEMBL3221527-inactive
COc1cccc(N2CCN(CCN3CCN(C(C)C)CC3)C2=O)c1	CHEMBL550358-inactive
NC(=O)[C@@H]1CC[C@H](c2cccc(Oc3ccccc3)c2)N1	CHEMBL4646990-inactive
CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12	CHEMBL4794578-inactive
CN(c1ccc([C@]23CNC[C@H]2C3)cc1)S(=O)(=O)c1ccccc1	CHEMBL1223599-inactive
Cc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(C2CCOCC2)n1C)CC3	CHEMBL270209-inactive
O=C(Nc1ccnnc1)c1cc(N2CCOCC2)ccc1OCc1ccccc1	CHEMBL4457647-inactive
O=C(O)C1CCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)CC1	CHEMBL1277770-inactive
O=C(O)CCNC1CC[C@@]2(Cc3ccccc3Cc3ccccc32)C1	CHEMBL1278115-inactive
O=c1[nH]c2ccccc2n1C1CCN(C2CCOCC2)CC1	CHEMBL2146598-inactive
COc1ccc2ncc(F)c([C@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1	CHEMBL1927166-inactive
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1	CHEMBL521851-inactive
Cc1noc(C)c1CCC1CCN(S(=O)(=O)C[C@](C)(C[C@H](C)c2ncc(F)cn2)N(O)C=O)CC1	CHEMBL1615187-inactive
COc1cccc2nc(C#Cc3cccnc3)ccc12	CHEMBL2335285-inactive
COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5cc6c(cn5)OCCO6)CO[C@@H]43)c2n1	CHEMBL4788651-inactive
CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1	CHEMBL219128-inactive
O=C(CCCS(=O)(=O)c1ccccc1)Nc1cc[nH]c(=O)n1	CHEMBL4520260-inactive
Cc1ccc(-c2cc(S(=O)(=O)c3ccc(CN)s3)ccc2S(C)(=O)=O)cc1	CHEMBL4434955-inactive
C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nc(CO)c(Cc4ccc(F)cc4)cc32)[C@@H](CN2CCOC[C@H]2C)CN1	CHEMBL4173974-inactive
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1	CHEMBL3217925-inactive
Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)c(F)c2)[C@@H]3C)n1	CHEMBL4112037-inactive
CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnc([C@H](O)CO)cn2)cc1Cl	CHEMBL2338347-inactive
CC(C)NC(=O)c1cn(-c2ccccc2)c2ncccc2c1=O	CHEMBL456173-inactive
Nc1n[nH]c(N2CCC(N3C[C@H](CO)OC[C@@H]3Cc3ccc(Cl)cc3)CC2)n1	CHEMBL4789376-inactive
c1cncc(OC[C@H]2CNCCN2c2nc3ncccc3o2)c1	CHEMBL3262132-inactive
C[C@@H](C(N)=O)[C@H](N)c1cn2cc(C(C)(C)C)ccc2n1	CHEMBL4452291-inactive
Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1	CHEMBL2386850-inactive
O=C(c1cccc(F)c1)N1CCc2oc(-c3ccc(F)cn3)nc2C1	CHEMBL4102181-inactive
CCC1=C(C)CC(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O	CHEMBL1671908-inactive
CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1	CHEMBL4297615-inactive
O=C(O)c1ccc(-n2cc(C3CCN(CCN4CCNC4=O)CC3)c3cc(Cl)ccc32)cc1	CHEMBL300927-inactive
CCOC(=O)C1(c2ccccc2)CCN(C)CC1	CHEMBL607-inactive
O=C1OCCc2cc([C@@H]3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)nc5)C[C@H]4CO3)ccc21	CHEMBL3889781-inactive
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2cc(F)ccc2F)cc1)C(=O)O	CHEMBL364102-inactive
CCOc1cc2nccc(Oc3cnc(CC(=O)Nc4n[nH]c(CC)c4C)c(OC)c3)c2cc1OC	CHEMBL2023802-inactive
CCOC(=O)C1CCN(CCCOc2ccc(S(N)(=O)=O)cc2)CC1	CHEMBL2024379-inactive
NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(=O)O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1	CHEMBL188068-inactive
O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1	CHEMBL3741589-inactive
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1	CHEMBL583-inactive
CCOC(=O)C1CCN(CCCOc2ccc(S(=O)(=O)NC(=O)Nc3ccccc3)cc2)CC1	CHEMBL2021969-inactive
NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccc(F)c(F)c1	CHEMBL182223-inactive
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1	CHEMBL3622533-inactive
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F	CHEMBL1779710-inactive
Cn1cc(-c2ccnc3c2OCCNC3)c(-c2ccc(F)cc2)n1	CHEMBL2420703-inactive
O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1	CHEMBL3330442-inactive
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(C3CN(Cc4ccnc5ncccc45)C3)C(=O)O[C@]12C	CHEMBL583091-inactive
C[C@H]1CCCN1CCCOc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C[C@@H](C(=O)N3CCCC3)[C@@H]12	CHEMBL4474244-inactive
COC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1	CHEMBL3577936-inactive
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccncc4)cc23)CC[C@]1(C)N	CHEMBL4063870-inactive
CCCCc1nc(=O)cc(O)n1-c1c(C)cccc1OC	CHEMBL4632688-inactive
CCCSc1nc(=O)cc(O)n1-c1ccccc1OC	CHEMBL4636169-inactive
[2H]C([2H])([2H])NC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	CHEMBL4571117-inactive
CNC(=O)c1cnc(Nc2cc(C)nc(C)n2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	CHEMBL4580625-inactive
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)CN(CCO)C2=O	CHEMBL1910113-inactive
COC(=O)N(CC(=O)O)Cc1cc(OCc2nc(-c3ccc(Cl)cc3)oc2C)ccc1F	CHEMBL3828718-inactive
COc1cc(N2Cc3cn(-c4ccc(Cl)cc4)nc3C2=O)ccc1N1CC[C@@H](O)C1	CHEMBL3589152-inactive
COc1ccc(N2C(=O)[C@@H](Cc3cccc(OCCc4nc(-c5ccccc5)oc4C)c3)[C@H]2C(=O)O)cc1	CHEMBL271240-inactive
C[C@@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccncc12	CHEMBL585498-inactive
COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12	CHEMBL238103-inactive
C[C@H]1[C@@H](C)OC(C)(C)C(=O)N1c1cc(-c2cc(C(F)(F)F)c3c(N)ncnn23)ccc1C#N	CHEMBL4091875-inactive
Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1	CHEMBL3263640-inactive
Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1	CHEMBL551991-inactive
N#Cc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1	CHEMBL4450487-inactive
NC(C(=O)N[C@](Cc1ccccc1)(c1ccc(F)cc1)c1cc(F)cc(C(F)(F)F)c1)C(O)(C(F)(F)F)C(F)(F)F	CHEMBL4473304-inactive
O=c1c2cc(-c3ccc(Cl)cn3)cn2ncn1-c1ccc(N2CC[C@@H](O)C2)nc1	CHEMBL3618333-inactive
O=C(OCC1CCN(CC(O)CO)CC1)c1c2n(c3ccccc13)CCCO2	CHEMBL3329814-inactive
Cc1cccn(-c2ccc(-c3ccc4c(C(=O)NCC5CC5)n[nH]c4c3)c(Cl)c2)c1=O	CHEMBL4781551-inactive
Cc1nc(NC(=O)c2cc(CNC(=O)C(C)C)cnc2C(F)F)[nH]c1-c1ccc(C(F)(F)F)cc1	CHEMBL3342693-inactive
Cn1c([S+](C)[O-])nc(-c2ccc(F)cc2)c1-c1ccnc(N)c1	CHEMBL4075428-inactive
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(C)c2cc1OC	CHEMBL1671906-inactive
Cc1ncc(C)c(C(=O)N2CCC([C@H](N)Cc3cc(F)c(F)cc3F)CC2)n1	CHEMBL485123-inactive
O=C(NC1CCN(Cc2ccc3ccc(=O)[nH]c3c2)CC1)c1cc(=O)c2ccc(F)cc2o1	CHEMBL216482-inactive
COc1ccccc1[C@]12CO[C@@H](C)C[C@H]1CSC(N)=N2	CHEMBL4209354-inactive
COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)ccc5F)C4)C[C@@H]3C(=O)O)c2c1	CHEMBL4092041-inactive
CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1	CHEMBL459357-inactive
CNC(=O)c1cnc(N)c(O[C@H]2CN(C(=O)Cc3ccc(OC(F)(F)F)cc3)CC2(F)F)c1	CHEMBL4207042-inactive
N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F	CHEMBL562188-inactive
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C(N)C2CCCCC2)cc1)C(=O)O	CHEMBL183418-inactive
CC(=O)N(C)C1CCC([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1	CHEMBL245545-inactive
CN(C)C(=O)[C@@H](C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1	CHEMBL246374-inactive
CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N4CCCC4)CC3)cc(-c3ccccc3)n2)CC1	CHEMBL601907-inactive
CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2ccc3ncnn3c2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1	CHEMBL437557-inactive
CN(C)C(=O)[C@@H](c1ccc(N(C)C(=O)c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1	CHEMBL245969-inactive
Cc1c(C(F)CN2CCN(CC(F)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O	CHEMBL4573466-inactive
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	CHEMBL388978-inactive
CN(c1ncnc2[nH]ccc12)[C@@H]1CCN(C(=O)CC#N)C1	CHEMBL4224807-inactive
CNC(=O)c1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F	CHEMBL3582294-inactive
CC(=O)c1cccc(CNc2cc(C(F)(F)F)cc3ncc(N4CCN(C)CC4)cc23)c1	CHEMBL3221113-inactive
CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1	CHEMBL3799831-inactive
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	CHEMBL1200396-inactive
COC1(c2ccc(NC(=O)c3cc(=O)c4cc(F)cc(-c5c(C)nn(C)c5C)c4o3)cn2)CCOCC1	CHEMBL605785-inactive
OC1(c2cccnc2)CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1	CHEMBL2346971-inactive
Cn1cc([C@@]2(c3ccc(C(=O)O)cn3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1	CHEMBL3323086-inactive
O=C(CCCCCCC(=O)Nc1ccccc1)NOC(c1ccccc1)(c1ccccc1)c1ccccc1	CHEMBL4640366-inactive
N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F	CHEMBL3330060-inactive
O=c1c(O)c(-c2cccc(O)c2)oc2ccc(O)cc12	CHEMBL4464764-inactive
CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O	CHEMBL2425893-inactive
CC(C)(Oc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cc1)C(=O)O	CHEMBL4746566-inactive
CCc1n[nH]c(CC)c1Oc1cc(C)cc(C#N)c1	CHEMBL576256-inactive
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1	CHEMBL1957497-inactive
NC1=NCC2c3ccccc3Cc3ccccc3N12	CHEMBL1106-inactive
N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F	CHEMBL231396-inactive
N[C@H]1CN(c2ccn3cnnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F	CHEMBL231294-inactive
C/C(N)=N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1	CHEMBL4093905-inactive
C/C1=C/CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN3CCCC3)[C@@H]2CC1	CHEMBL2042259-inactive
C/C1=C\CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)C(CN(C)C)[C@@H]2CC1	CHEMBL1270635-inactive
C/C1=C\CC[C@@]2(C)O[C@@H]2[C@H]2OC(=O)[C@@H](CN3CCC(c4cc(O)nc(C)n4)CC3)[C@@H]2CC1	CHEMBL4562467-inactive
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F	CHEMBL3989970-inactive
CC(=O)N1CCN(CCOc2ccc(C3(O)CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)cc2)CC1	CHEMBL2346975-inactive
CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1	CHEMBL2346976-inactive
Cc1cnc(NC(=O)/C(=N/N2CCCC2)c2ccc(S(=O)(=O)C3CC3)cc2)s1	CHEMBL4632835-inactive
